age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
23.00,male,Bachelor,69680.00,1,RENT,2419.00,DEBTCONSOLIDATION,14.34,0.03,3,671,No,0
26.00,male,Bachelor,90840.00,0,MORTGAGE,6908.00,VENTURE,9.49,0.08,4,631,Yes,0
29.00,male,Bachelor,109134.00,8,RENT,6000.00,DEBTCONSOLIDATION,13.98,0.05,8,706,Yes,0
26.00,female,Master,103286.00,5,MORTGAGE,10000.00,EDUCATION,12.10,0.1,3,663,No,0
28.00,female,Master,96608.00,5,RENT,7010.00,EDUCATION,12.41,0.07,3,701,Yes,0
31.00,female,High School,45677.00,8,RENT,8000.00,EDUCATION,8.12,0.18,6,642,Yes,0
30.00,male,High School,56336.00,8,RENT,5000.00,EDUCATION,11.01,0.09,8,609,Yes,0
26.00,male,Associate,138837.00,2,MORTGAGE,24000.00,HOMEIMPROVEMENT,9.78,0.17,3,679,Yes,0
22.00,female,Bachelor,105704.00,1,MORTGAGE,25000.00,HOMEIMPROVEMENT,13.08,0.24,3,634,No,0
26.00,male,Bachelor,61142.00,3,RENT,13000.00,MEDICAL,11.69,0.21,3,717,Yes,0
33.00,female,Associate,444306.00,7,MORTGAGE,5443.00,HOMEIMPROVEMENT,8.30,0.01,10,702,No,0
29.00,female,Associate,84801.00,7,MORTGAGE,5000.00,PERSONAL,11.34,0.06,7,631,Yes,0
26.00,male,High School,61058.00,2,MORTGAGE,3538.00,PERSONAL,8.78,0.06,6,629,No,0
26.00,male,Bachelor,101745.00,1,MORTGAGE,10166.00,DEBTCONSOLIDATION,12.28,0.1,5,707,No,0
23.00,female,Associate,108861.00,1,RENT,7000.00,PERSONAL,11.00,0.06,3,662,No,0
26.00,female,Bachelor,60013.00,1,RENT,11000.00,VENTURE,12.11,0.18,7,675,Yes,0
30.00,female,Associate,73027.00,6,RENT,5500.00,HOMEIMPROVEMENT,8.58,0.08,9,703,No,0
61.00,male,High School,128603.00,41,MORTGAGE,11502.00,EDUCATION,12.44,0.09,22,741,Yes,0
23.00,male,High School,107224.00,2,MORTGAGE,2974.00,MEDICAL,6.55,0.03,3,631,Yes,0
25.00,female,Master,87411.00,4,MORTGAGE,16000.00,EDUCATION,9.21,0.18,4,634,Yes,0
28.00,male,High School,87488.00,4,RENT,3000.00,HOMEIMPROVEMENT,8.91,0.03,4,570,No,0
23.00,male,Bachelor,61701.00,0,RENT,2752.00,DEBTCONSOLIDATION,9.02,0.04,2,541,Yes,0
29.00,male,High School,265757.00,9,MORTGAGE,9694.00,DEBTCONSOLIDATION,11.79,0.04,4,583,Yes,0
23.00,female,Bachelor,48984.00,0,RENT,2800.00,DEBTCONSOLIDATION,8.35,0.06,4,703,No,0
30.00,male,Associate,31939.00,8,RENT,6500.00,MEDICAL,11.65,0.2,10,619,No,0
25.00,male,High School,60981.00,0,RENT,15000.00,VENTURE,11.06,0.25,2,626,Yes,0
29.00,female,High School,139272.00,8,MORTGAGE,5000.00,HOMEIMPROVEMENT,6.32,0.04,9,635,Yes,0
24.00,female,Master,105469.00,4,MORTGAGE,3942.00,EDUCATION,6.41,0.04,3,591,Yes,0
26.00,female,Bachelor,157128.00,5,MORTGAGE,20000.00,PERSONAL,13.34,0.13,3,652,Yes,0
27.00,female,Associate,78889.00,3,RENT,6000.00,EDUCATION,15.47,0.08,5,655,Yes,0
29.00,female,Associate,145276.00,5,MORTGAGE,20000.00,PERSONAL,11.56,0.14,6,545,Yes,0
28.00,male,Bachelor,44385.00,6,RENT,6000.00,EDUCATION,13.75,0.14,8,618,No,0
47.00,male,Associate,45420.00,24,MORTGAGE,7400.00,PERSONAL,8.00,0.16,15,689,Yes,0
23.00,female,Bachelor,79253.00,0,RENT,7000.00,EDUCATION,11.16,0.09,4,574,Yes,0
23.00,male,Associate,73066.00,3,RENT,15000.00,EDUCATION,11.08,0.21,4,586,Yes,0
28.00,male,Bachelor,48968.00,4,RENT,6500.00,VENTURE,11.05,0.13,6,671,Yes,0
27.00,male,High School,62193.00,5,MORTGAGE,8400.00,HOMEIMPROVEMENT,10.78,0.14,5,669,No,0
28.00,female,Associate,76686.00,7,RENT,4200.00,HOMEIMPROVEMENT,6.12,0.05,5,646,Yes,0
27.00,female,Master,121054.00,6,MORTGAGE,10000.00,VENTURE,7.50,0.08,5,485,Yes,0
23.00,male,Associate,63670.00,0,MORTGAGE,6000.00,EDUCATION,10.96,0.09,3,670,No,0
23.00,female,Associate,44005.00,0,MORTGAGE,1000.00,MEDICAL,10.81,0.02,3,603,Yes,0
28.00,male,Bachelor,29810.00,2,MORTGAGE,6229.00,VENTURE,12.61,0.21,7,613,Yes,0
25.00,female,Master,97136.00,3,RENT,4000.00,DEBTCONSOLIDATION,18.20,0.04,4,631,Yes,0
27.00,male,High School,293957.00,5,MORTGAGE,14529.00,VENTURE,13.10,0.05,5,654,Yes,0
25.00,male,High School,61263.00,3,MORTGAGE,15000.00,DEBTCONSOLIDATION,16.15,0.24,4,632,Yes,0
27.00,male,Bachelor,43053.00,2,RENT,10000.00,MEDICAL,8.12,0.23,3,669,No,0
25.00,female,High School,53873.00,5,MORTGAGE,6376.00,EDUCATION,10.99,0.12,3,630,Yes,0
28.00,female,High School,102905.00,7,MORTGAGE,9073.00,PERSONAL,7.59,0.09,10,641,Yes,0
31.00,female,Associate,55949.00,6,RENT,11227.00,DEBTCONSOLIDATION,14.12,0.2,6,697,Yes,0
28.00,male,Associate,78249.00,7,RENT,12000.00,PERSONAL,11.38,0.15,5,624,Yes,0
23.00,female,Associate,48435.00,0,MORTGAGE,6000.00,EDUCATION,7.88,0.12,3,601,Yes,0
23.00,male,Associate,60964.00,0,OWN,3600.00,EDUCATION,6.46,0.06,3,564,No,0
32.00,female,Associate,65810.00,9,MORTGAGE,8500.00,VENTURE,7.65,0.13,6,633,Yes,0
30.00,female,Bachelor,173713.00,9,MORTGAGE,5114.00,DEBTCONSOLIDATION,16.96,0.03,7,694,No,0
28.00,male,High School,42133.00,4,OWN,16743.00,PERSONAL,10.13,0.4,7,662,Yes,0
24.00,female,Bachelor,63350.00,0,RENT,8000.00,EDUCATION,8.34,0.13,4,644,No,0
29.00,male,Bachelor,49343.00,6,RENT,3000.00,MEDICAL,7.07,0.06,10,631,Yes,0
26.00,female,Associate,133030.00,5,MORTGAGE,20000.00,EDUCATION,8.85,0.15,3,632,Yes,0
24.00,female,Associate,58560.00,1,RENT,2161.00,HOMEIMPROVEMENT,14.77,0.04,4,652,Yes,0
25.00,male,High School,108900.00,2,RENT,2500.00,EDUCATION,13.09,0.02,4,577,Yes,0
37.00,male,High School,89974.00,12,MORTGAGE,7166.00,MEDICAL,6.62,0.08,11,539,Yes,0
23.00,male,Master,40547.00,2,RENT,9000.00,MEDICAL,10.46,0.22,3,646,No,0
33.00,female,Associate,90938.00,12,RENT,15000.00,HOMEIMPROVEMENT,11.17,0.16,10,646,No,0
24.00,female,Associate,69368.00,1,RENT,4819.00,HOMEIMPROVEMENT,10.52,0.07,4,640,No,0
29.00,female,High School,73128.00,6,MORTGAGE,5000.00,DEBTCONSOLIDATION,11.01,0.07,7,596,Yes,0
24.00,female,High School,72029.00,0,MORTGAGE,2000.00,PERSONAL,5.55,0.03,3,660,Yes,0
24.00,female,Associate,71801.00,0,MORTGAGE,3597.00,DEBTCONSOLIDATION,7.56,0.05,3,651,Yes,0
32.00,female,Bachelor,31292.00,9,RENT,3000.00,DEBTCONSOLIDATION,12.69,0.1,6,625,Yes,0
40.00,male,High School,144908.00,17,RENT,12000.00,MEDICAL,5.81,0.08,12,569,Yes,0
24.00,male,Bachelor,96998.00,2,RENT,20000.00,VENTURE,13.06,0.21,4,673,No,0
31.00,male,High School,40120.00,8,RENT,5000.00,MEDICAL,11.01,0.12,6,621,No,0
28.00,female,Bachelor,51898.00,5,RENT,6000.00,MEDICAL,8.50,0.12,8,649,No,0
22.00,male,Associate,36891.00,1,MORTGAGE,6500.00,DEBTCONSOLIDATION,13.85,0.18,3,581,Yes,0
37.00,male,High School,97056.00,15,MORTGAGE,7745.00,HOMEIMPROVEMENT,9.79,0.08,8,625,Yes,0
24.00,male,High School,55782.00,3,RENT,11000.00,DEBTCONSOLIDATION,11.04,0.2,3,632,Yes,0
25.00,male,Master,136746.00,6,MORTGAGE,25000.00,PERSONAL,11.61,0.18,6,658,No,0
25.00,female,Associate,114978.00,1,MORTGAGE,20000.00,HOMEIMPROVEMENT,11.67,0.17,3,672,Yes,0
27.00,female,Associate,26266.00,6,OWN,7350.00,HOMEIMPROVEMENT,12.07,0.28,5,501,Yes,0
30.00,male,Master,60880.00,6,RENT,3000.00,HOMEIMPROVEMENT,13.10,0.05,10,733,No,0
24.00,male,Bachelor,65605.00,0,MORTGAGE,3000.00,DEBTCONSOLIDATION,9.68,0.05,3,637,No,0
26.00,male,Associate,205154.00,5,RENT,12052.00,VENTURE,12.02,0.06,8,672,Yes,0
26.00,male,Bachelor,94578.00,1,MORTGAGE,18000.00,EDUCATION,13.44,0.19,3,460,Yes,0
25.00,female,Bachelor,80549.00,4,MORTGAGE,20000.00,PERSONAL,10.40,0.25,7,691,No,0
23.00,male,Associate,81042.00,0,MORTGAGE,24775.00,VENTURE,15.44,0.31,4,624,Yes,0
27.00,female,Master,79022.00,4,MORTGAGE,2000.00,MEDICAL,9.37,0.03,5,671,No,0
28.00,male,Master,32073.00,2,MORTGAGE,5000.00,MEDICAL,11.12,0.16,7,682,Yes,0
26.00,male,High School,120873.00,5,MORTGAGE,5000.00,EDUCATION,8.79,0.04,4,634,Yes,0
30.00,female,Bachelor,42803.00,7,OWN,3600.00,PERSONAL,12.69,0.08,7,684,Yes,0
27.00,male,High School,144965.00,7,MORTGAGE,6000.00,PERSONAL,13.72,0.04,10,630,Yes,0
23.00,male,High School,51294.00,2,MORTGAGE,7000.00,EDUCATION,10.84,0.14,3,613,Yes,0
27.00,male,Master,132929.00,7,MORTGAGE,25000.00,HOMEIMPROVEMENT,12.26,0.19,5,672,Yes,0
21.00,male,Associate,78854.00,0,RENT,4800.00,HOMEIMPROVEMENT,10.27,0.06,3,660,No,0
35.00,male,Master,117276.00,12,MORTGAGE,25000.00,VENTURE,16.97,0.21,8,680,No,0
36.00,female,Bachelor,120748.00,13,MORTGAGE,6000.00,EDUCATION,8.13,0.05,15,690,No,0
22.00,female,Master,31150.00,1,OWN,11100.00,EDUCATION,9.63,0.36,3,646,Yes,0
31.00,male,Associate,41430.00,8,RENT,9000.00,PERSONAL,7.76,0.22,6,564,Yes,0
34.00,female,Master,180775.00,10,MORTGAGE,20000.00,PERSONAL,11.82,0.11,8,567,Yes,0
23.00,male,Master,177269.00,1,MORTGAGE,24884.00,DEBTCONSOLIDATION,10.34,0.14,3,583,Yes,0
32.00,male,Bachelor,51444.00,13,RENT,5000.00,MEDICAL,10.20,0.1,9,620,No,0
26.00,female,High School,78656.00,5,RENT,3000.00,DEBTCONSOLIDATION,6.17,0.04,3,628,Yes,0
28.00,female,Associate,87480.00,6,MORTGAGE,16000.00,EDUCATION,10.72,0.18,5,699,No,0
26.00,female,Bachelor,94374.00,2,MORTGAGE,8355.00,DEBTCONSOLIDATION,7.08,0.09,4,672,Yes,0
31.00,male,Bachelor,138821.00,5,MORTGAGE,20000.00,EDUCATION,15.92,0.14,6,692,No,0
25.00,female,Master,51257.00,1,MORTGAGE,9000.00,VENTURE,7.26,0.18,3,643,No,0
23.00,female,Bachelor,37015.00,0,OWN,3000.00,PERSONAL,11.46,0.08,2,686,No,0
28.00,male,Master,138842.00,7,MORTGAGE,5000.00,DEBTCONSOLIDATION,9.27,0.04,6,687,Yes,0
28.00,male,Bachelor,85071.00,3,MORTGAGE,12000.00,HOMEIMPROVEMENT,10.99,0.14,8,676,No,0
23.00,male,Bachelor,32430.00,2,RENT,4798.00,VENTURE,10.99,0.15,4,626,No,0
24.00,male,Bachelor,66853.00,1,RENT,7200.00,DEBTCONSOLIDATION,11.92,0.11,3,658,No,0
43.00,male,Bachelor,41708.00,18,RENT,8000.00,DEBTCONSOLIDATION,9.62,0.19,15,720,Yes,0
31.00,male,High School,37447.00,11,RENT,4799.00,EDUCATION,12.29,0.13,8,677,No,0
31.00,female,Bachelor,60910.00,9,RENT,12000.00,VENTURE,6.03,0.2,6,618,No,0
30.00,male,Bachelor,18754.00,7,RENT,2000.00,VENTURE,8.14,0.11,6,682,Yes,0
24.00,male,High School,156665.00,0,MORTGAGE,15000.00,VENTURE,14.03,0.1,4,533,Yes,0
24.00,female,High School,139080.00,4,MORTGAGE,24080.00,EDUCATION,9.00,0.17,3,631,No,0
30.00,male,Associate,110077.00,7,MORTGAGE,18374.00,HOMEIMPROVEMENT,12.06,0.17,7,621,No,0
24.00,male,High School,40772.00,0,RENT,1777.00,EDUCATION,11.46,0.04,5,581,No,0
22.00,female,High School,47267.00,0,RENT,4913.00,MEDICAL,10.33,0.1,3,584,Yes,0
27.00,male,Bachelor,53829.00,3,RENT,4838.00,HOMEIMPROVEMENT,7.77,0.09,9,679,Yes,0
40.00,male,High School,36865.00,14,RENT,8904.00,MEDICAL,6.94,0.24,17,605,Yes,0
23.00,male,Associate,63004.00,0,MORTGAGE,5000.00,MEDICAL,8.78,0.08,3,608,No,0
26.00,male,Bachelor,118664.00,5,MORTGAGE,1994.00,PERSONAL,7.63,0.02,3,627,Yes,0
22.00,male,Bachelor,82832.00,0,MORTGAGE,16231.00,DEBTCONSOLIDATION,11.20,0.2,3,613,Yes,0
31.00,male,Associate,104443.00,9,MORTGAGE,8000.00,MEDICAL,9.47,0.08,7,669,No,0
24.00,female,Associate,81320.00,1,RENT,12000.00,EDUCATION,12.41,0.15,6,596,Yes,0
40.00,male,Associate,26633.00,18,RENT,1500.00,MEDICAL,11.12,0.06,16,672,Yes,0
31.00,female,High School,78950.00,10,MORTGAGE,4500.00,MEDICAL,15.32,0.06,10,571,Yes,0
26.00,male,High School,70724.00,7,RENT,5000.00,HOMEIMPROVEMENT,12.00,0.07,5,539,Yes,0
26.00,female,Bachelor,35810.00,2,RENT,1000.00,EDUCATION,6.17,0.03,4,636,No,0
28.00,male,Bachelor,102553.00,4,MORTGAGE,6000.00,DEBTCONSOLIDATION,8.61,0.06,7,661,No,0
25.00,female,Bachelor,72896.00,2,MORTGAGE,1500.00,MEDICAL,13.33,0.02,5,631,Yes,0
32.00,female,High School,63176.00,11,MORTGAGE,20000.00,MEDICAL,10.99,0.32,9,669,No,0
26.00,male,Bachelor,70408.00,6,RENT,6000.00,HOMEIMPROVEMENT,12.05,0.09,4,671,No,0
24.00,male,High School,70729.00,2,RENT,15000.00,MEDICAL,10.41,0.21,4,651,Yes,0
25.00,male,High School,58701.00,0,MORTGAGE,4000.00,MEDICAL,5.90,0.07,4,576,Yes,0
26.00,male,Associate,48787.00,0,MORTGAGE,14765.00,HOMEIMPROVEMENT,12.62,0.3,9,604,Yes,0
24.00,male,Master,90640.00,3,MORTGAGE,12000.00,HOMEIMPROVEMENT,14.14,0.13,4,569,Yes,0
24.00,female,Master,64024.00,1,MORTGAGE,7000.00,HOMEIMPROVEMENT,6.30,0.11,4,652,Yes,0
23.00,male,Bachelor,78900.00,0,RENT,7000.00,EDUCATION,12.18,0.09,4,545,Yes,0
32.00,female,Associate,46688.00,9,RENT,10000.00,MEDICAL,8.77,0.21,7,600,Yes,0
32.00,male,High School,224619.00,9,MORTGAGE,10000.00,MEDICAL,15.27,0.04,10,555,Yes,0
21.00,male,Associate,93233.00,0,MORTGAGE,24213.00,EDUCATION,11.56,0.26,3,592,Yes,0
24.00,male,Bachelor,47063.00,2,OWN,12000.00,VENTURE,10.38,0.25,4,526,Yes,0
25.00,male,Bachelor,60834.00,0,RENT,7000.00,EDUCATION,9.48,0.12,3,680,Yes,0
24.00,male,Associate,69314.00,3,MORTGAGE,9000.00,EDUCATION,7.36,0.13,3,632,Yes,0
24.00,male,High School,92908.00,2,MORTGAGE,4000.00,PERSONAL,11.94,0.04,3,667,No,0
32.00,male,Bachelor,87679.00,10,MORTGAGE,6566.00,DEBTCONSOLIDATION,10.40,0.07,8,601,Yes,0
31.00,male,Associate,66979.00,6,MORTGAGE,6500.00,HOMEIMPROVEMENT,11.50,0.1,10,521,Yes,0
38.00,female,High School,89777.00,13,MORTGAGE,7059.00,VENTURE,8.95,0.08,12,695,Yes,0
25.00,male,Master,101643.00,2,MORTGAGE,20000.00,PERSONAL,13.76,0.2,2,662,No,0
29.00,male,Associate,103343.00,7,MORTGAGE,18000.00,EDUCATION,12.65,0.17,9,565,Yes,0
47.00,male,Doctorate,49018.00,21,RENT,3600.00,EDUCATION,7.95,0.07,18,727,No,0
30.00,male,Associate,63402.00,4,RENT,7000.00,HOMEIMPROVEMENT,10.42,0.11,8,583,Yes,0
22.00,male,High School,139056.00,0,MORTGAGE,20000.00,DEBTCONSOLIDATION,10.68,0.14,4,618,Yes,0
25.00,male,High School,46839.00,2,RENT,6892.00,EDUCATION,7.60,0.15,3,551,Yes,0
23.00,female,Associate,108820.00,2,RENT,5000.00,PERSONAL,15.39,0.05,4,495,Yes,0
24.00,female,Master,63511.00,3,RENT,8400.00,VENTURE,6.45,0.13,4,691,Yes,0
23.00,male,High School,50436.00,0,MORTGAGE,6000.00,EDUCATION,8.15,0.12,4,692,Yes,0
29.00,female,Bachelor,44134.00,9,MORTGAGE,4800.00,VENTURE,12.44,0.11,9,663,Yes,0
28.00,male,High School,77789.00,6,MORTGAGE,3086.00,EDUCATION,8.62,0.04,6,655,Yes,0
24.00,male,Master,45615.00,1,RENT,10000.00,EDUCATION,8.41,0.22,3,649,Yes,0
34.00,female,Bachelor,180924.00,10,MORTGAGE,6000.00,DEBTCONSOLIDATION,6.24,0.03,10,703,No,0
31.00,female,Master,72748.00,9,MORTGAGE,18341.00,EDUCATION,15.66,0.25,10,728,No,0
30.00,female,High School,72923.00,10,RENT,7200.00,HOMEIMPROVEMENT,6.76,0.1,8,592,Yes,0
24.00,female,High School,103172.00,3,MORTGAGE,9600.00,PERSONAL,11.92,0.09,4,591,Yes,0
25.00,male,Bachelor,52733.00,5,RENT,8000.00,VENTURE,8.99,0.15,4,631,Yes,0
27.00,male,Bachelor,55672.00,5,MORTGAGE,6477.00,PERSONAL,10.51,0.12,5,684,Yes,0
26.00,female,High School,114988.00,3,MORTGAGE,6558.00,PERSONAL,7.93,0.06,4,607,Yes,0
23.00,male,High School,103154.00,0,RENT,10000.00,PERSONAL,6.17,0.1,4,641,Yes,0
42.00,female,High School,85035.00,20,RENT,12000.00,HOMEIMPROVEMENT,11.03,0.14,17,678,No,0
23.00,male,Bachelor,35494.00,0,MORTGAGE,10231.00,VENTURE,14.47,0.29,2,588,No,0
23.00,male,Master,75164.00,0,MORTGAGE,13000.00,HOMEIMPROVEMENT,12.25,0.17,4,695,Yes,0
24.00,male,High School,108590.00,3,RENT,12000.00,DEBTCONSOLIDATION,7.93,0.11,3,563,Yes,0
30.00,male,Master,97550.00,10,RENT,10000.00,VENTURE,7.99,0.1,6,515,Yes,0
30.00,male,High School,87344.00,7,MORTGAGE,6532.00,EDUCATION,9.81,0.07,7,663,Yes,0
28.00,male,High School,108832.00,6,MORTGAGE,12000.00,EDUCATION,8.15,0.11,8,548,No,0
29.00,male,Associate,102105.00,6,RENT,5928.00,VENTURE,8.71,0.06,9,684,No,0
29.00,male,Bachelor,127046.00,8,RENT,24000.00,VENTURE,11.57,0.19,6,615,Yes,0
25.00,female,High School,74253.00,3,RENT,5110.00,MEDICAL,10.03,0.07,3,619,No,0
24.00,female,Master,96551.00,0,OWN,25123.00,PERSONAL,10.38,0.26,3,620,Yes,0
28.00,female,Bachelor,40689.00,5,RENT,7563.00,PERSONAL,10.76,0.19,9,715,No,0
29.00,male,Bachelor,162898.00,3,MORTGAGE,11000.00,VENTURE,9.79,0.07,8,704,No,0
27.00,female,Doctorate,249925.00,1,RENT,22000.00,PERSONAL,10.62,0.09,6,653,Yes,0
23.00,female,Associate,54877.00,0,RENT,11259.00,PERSONAL,12.29,0.21,2,516,Yes,0
28.00,male,Bachelor,116090.00,4,RENT,15000.00,EDUCATION,10.23,0.13,6,641,No,0
31.00,female,High School,51503.00,5,RENT,8447.00,MEDICAL,8.92,0.16,8,578,No,0
30.00,male,Doctorate,118180.00,8,MORTGAGE,16000.00,DEBTCONSOLIDATION,9.50,0.14,4,626,No,0
25.00,male,Bachelor,80568.00,4,MORTGAGE,4390.00,EDUCATION,7.49,0.05,4,684,Yes,0
33.00,male,Associate,115133.00,6,MORTGAGE,4000.00,PERSONAL,6.96,0.03,9,637,No,0
24.00,male,Associate,54390.00,3,OWN,17000.00,HOMEIMPROVEMENT,8.58,0.31,2,639,No,0
35.00,male,Bachelor,120910.00,9,MORTGAGE,3000.00,DEBTCONSOLIDATION,8.36,0.02,10,560,No,0
30.00,female,Associate,158840.00,9,MORTGAGE,7500.00,PERSONAL,10.67,0.05,7,670,Yes,0
29.00,male,Bachelor,67418.00,6,MORTGAGE,23700.00,DEBTCONSOLIDATION,8.20,0.35,6,585,Yes,0
27.00,female,Bachelor,297898.00,5,RENT,18000.00,EDUCATION,15.23,0.06,7,692,No,0
27.00,male,Associate,37105.00,4,RENT,4200.00,VENTURE,10.91,0.11,7,523,Yes,0
23.00,male,Associate,26785.00,2,OWN,6000.00,VENTURE,15.23,0.22,4,657,Yes,0
33.00,female,Associate,67217.00,10,RENT,3600.00,DEBTCONSOLIDATION,6.98,0.05,7,690,No,0
33.00,male,High School,232536.00,5,MORTGAGE,5366.00,DEBTCONSOLIDATION,8.29,0.02,10,562,Yes,0
27.00,male,Bachelor,72949.00,5,RENT,12000.00,HOMEIMPROVEMENT,13.21,0.16,6,694,Yes,0
24.00,female,Bachelor,40032.00,5,RENT,4000.00,DEBTCONSOLIDATION,11.19,0.1,2,575,Yes,0
40.00,male,High School,48879.00,18,OWN,13750.00,MEDICAL,8.88,0.28,16,635,Yes,0
24.00,male,Bachelor,61226.00,0,RENT,14000.00,VENTURE,9.76,0.23,3,654,Yes,0
28.00,female,Bachelor,32119.00,4,RENT,6000.00,PERSONAL,7.15,0.19,6,596,No,0
39.00,male,High School,80515.00,17,MORTGAGE,5601.00,MEDICAL,6.47,0.07,12,617,No,0
23.00,male,Associate,115126.00,0,MORTGAGE,10000.00,PERSONAL,7.96,0.09,4,577,Yes,0
24.00,male,High School,90694.00,4,RENT,12000.00,PERSONAL,12.53,0.13,4,592,Yes,0
26.00,male,Master,72987.00,2,MORTGAGE,5000.00,PERSONAL,7.43,0.07,5,622,Yes,0
27.00,male,Bachelor,84938.00,1,RENT,5600.00,DEBTCONSOLIDATION,8.98,0.07,5,657,No,0
33.00,male,High School,58822.00,13,RENT,3600.00,VENTURE,8.46,0.06,7,623,Yes,0
36.00,male,Associate,9595.00,11,RENT,912.00,EDUCATION,11.06,0.1,12,620,Yes,0
29.00,male,Master,72900.00,5,RENT,17000.00,PERSONAL,14.12,0.23,9,617,Yes,0
33.00,female,Master,84614.00,10,RENT,2469.00,DEBTCONSOLIDATION,15.16,0.03,11,664,Yes,0
24.00,male,Bachelor,46583.00,0,RENT,8000.00,EDUCATION,12.76,0.17,4,644,Yes,0
24.00,male,Bachelor,84901.00,1,MORTGAGE,9766.00,EDUCATION,13.55,0.12,3,656,No,0
25.00,female,High School,92611.00,1,MORTGAGE,5000.00,EDUCATION,10.07,0.05,3,609,No,0
28.00,male,Master,87251.00,4,MORTGAGE,18000.00,PERSONAL,11.88,0.21,8,617,No,0
25.00,female,High School,37192.00,3,MORTGAGE,8000.00,HOMEIMPROVEMENT,6.55,0.22,3,564,Yes,0
31.00,female,Associate,241190.00,10,MORTGAGE,18806.00,VENTURE,11.67,0.08,9,554,Yes,0
26.00,male,Master,135583.00,5,MORTGAGE,3302.00,DEBTCONSOLIDATION,8.57,0.02,7,556,No,0
37.00,male,Associate,51262.00,8,RENT,5000.00,MEDICAL,7.43,0.1,11,541,Yes,0
24.00,female,High School,54853.00,2,RENT,6000.00,EDUCATION,11.01,0.11,3,624,Yes,0
31.00,female,Associate,44485.00,4,RENT,8000.00,PERSONAL,8.83,0.18,8,668,Yes,0
28.00,male,Bachelor,43125.00,2,RENT,1800.00,MEDICAL,8.23,0.04,5,639,Yes,0
29.00,female,Bachelor,58696.00,7,MORTGAGE,3249.00,EDUCATION,6.77,0.06,7,650,Yes,0
28.00,male,Bachelor,49021.00,3,RENT,11548.00,PERSONAL,11.90,0.24,8,671,No,0
29.00,male,Associate,46732.00,6,RENT,1000.00,EDUCATION,7.99,0.02,9,671,Yes,0
32.00,male,Bachelor,187223.00,12,MORTGAGE,7478.00,PERSONAL,11.29,0.04,6,653,Yes,0
25.00,female,High School,37060.00,1,RENT,6500.00,MEDICAL,10.89,0.18,4,547,Yes,0
25.00,male,High School,41901.00,1,RENT,8238.00,DEBTCONSOLIDATION,11.98,0.2,4,568,Yes,0
25.00,female,High School,125707.00,4,MORTGAGE,9677.00,PERSONAL,8.13,0.08,2,626,Yes,0
24.00,female,Bachelor,42559.00,3,RENT,2000.00,MEDICAL,11.71,0.05,3,572,Yes,0
24.00,male,Associate,32783.00,1,RENT,4764.00,PERSONAL,10.99,0.15,5,587,Yes,0
24.00,female,Bachelor,115131.00,1,RENT,10000.00,PERSONAL,10.87,0.09,4,645,Yes,0
31.00,female,Bachelor,81133.00,6,MORTGAGE,9388.00,HOMEIMPROVEMENT,11.01,0.12,10,589,No,0
28.00,male,Associate,81455.00,6,RENT,5000.00,MEDICAL,12.22,0.06,9,644,Yes,0
27.00,female,Associate,68343.00,6,RENT,14000.00,MEDICAL,10.94,0.2,7,711,Yes,0
22.00,male,Bachelor,42826.00,0,MORTGAGE,12149.00,VENTURE,14.14,0.28,4,628,Yes,0
22.00,female,High School,63418.00,2,MORTGAGE,6000.00,MEDICAL,7.88,0.09,4,649,Yes,0
28.00,male,Bachelor,55333.00,6,RENT,5000.00,DEBTCONSOLIDATION,11.24,0.09,4,652,Yes,0
37.00,male,Associate,49028.00,17,RENT,5000.00,VENTURE,12.19,0.1,12,671,Yes,0
28.00,male,Associate,60975.00,8,RENT,15000.00,PERSONAL,7.25,0.25,9,681,Yes,0
23.00,female,High School,35400.00,0,RENT,5000.00,EDUCATION,7.14,0.14,3,646,Yes,0
32.00,female,Associate,64779.00,6,RENT,8996.00,VENTURE,6.63,0.14,6,688,No,0
24.00,female,Master,121194.00,0,MORTGAGE,25000.00,VENTURE,11.43,0.21,4,668,Yes,0
25.00,male,High School,52537.00,5,RENT,6000.00,MEDICAL,10.85,0.11,4,664,Yes,0
23.00,male,Master,105992.00,0,RENT,20000.00,DEBTCONSOLIDATION,13.40,0.19,4,675,Yes,0
25.00,female,Bachelor,73505.00,1,RENT,17000.00,PERSONAL,11.71,0.23,2,619,Yes,0
26.00,male,Bachelor,36762.00,3,RENT,5356.00,EDUCATION,12.33,0.15,4,665,No,0
31.00,female,Associate,28081.00,8,OWN,7000.00,EDUCATION,7.35,0.25,9,651,No,0
26.00,male,Associate,43997.00,4,MORTGAGE,5300.00,EDUCATION,7.53,0.12,4,573,No,0
24.00,female,High School,57159.00,1,OWN,7000.00,MEDICAL,5.87,0.12,4,615,Yes,0
25.00,female,Associate,99662.00,2,RENT,6000.00,HOMEIMPROVEMENT,7.88,0.06,3,591,Yes,0
29.00,female,Bachelor,54851.00,5,RENT,9000.00,EDUCATION,13.11,0.16,7,592,No,0
33.00,female,Bachelor,36868.00,12,RENT,9000.00,EDUCATION,7.49,0.24,9,572,Yes,0
24.00,female,Associate,16769.00,0,RENT,1272.00,MEDICAL,10.94,0.08,3,672,No,0
25.00,male,Bachelor,90901.00,1,MORTGAGE,6764.00,DEBTCONSOLIDATION,7.74,0.07,4,690,No,0
