age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
25.0,Male,High School,51503.0,4,Rent,4800.0,Venture,15.06,0.09,2,511,No,1,Default
25.0,Female,Associate,73039.0,2,Rent,20000.0,Education,10.89,0.27,4,573,No,1,Default
26.0,Male,High School,37154.0,7,Rent,5000.0,Education,12.4,0.13,3,696,No,1,Default
25.0,Male,High School,41557.0,0,Rent,20000.0,Education,8.88,0.48,3,648,No,1,Default
38.0,Male,Master,483809.0,13,Mortgage,30631.0,Medical,11.76,0.06,10,619,No,1,Default
29.0,Female,Bachelor,39432.0,7,Rent,6809.0,Home Improvement,15.22,0.17,10,616,No,1,Default
29.0,Female,Master,59787.0,5,Rent,6000.0,Venture,13.98,0.1,5,718,No,1,Default
28.0,Male,Bachelor,178538.0,6,Mortgage,25000.0,Debt Consolidation,15.7,0.14,6,660,No,1,Default
24.0,Male,High School,50305.0,1,Rent,4000.0,Personal,10.64,0.08,5,677,No,1,Default
38.0,Female,High School,66154.0,15,Mortgage,5000.0,Medical,12.2,0.08,12,620,No,1,Default
23.0,Male,Associate,73039.0,0,Rent,24000.0,Personal,7.66,0.33,4,578,No,1,Default
45.0,Female,Associate,90995.0,24,Rent,15450.0,Medical,15.17,0.17,11,654,No,1,Default
31.0,Male,Associate,73112.0,9,Mortgage,6000.0,Education,15.3,0.08,11,605,No,1,Default
25.0,Female,Associate,37040.0,2,Rent,4000.0,Medical,14.54,0.11,2,561,No,1,Default
24.0,Male,High School,16906.0,1,Rent,4000.0,Personal,7.36,0.24,3,558,No,1,Default
28.0,Male,Master,24866.0,8,Rent,8070.0,Personal,11.47,0.32,7,697,No,1,Default
30.0,Male,Bachelor,54391.0,9,Rent,12000.0,Debt Consolidation,16.43,0.22,6,658,No,1,Default
25.0,Female,Bachelor,49260.0,1,Rent,15000.0,Education,12.58,0.3,3,720,No,1,Default
27.0,Male,Associate,89937.0,5,Rent,24088.0,Debt Consolidation,12.34,0.27,5,663,No,1,Default
23.0,Male,Associate,47535.0,4,Rent,12000.0,Education,10.94,0.25,3,667,No,1,Default
35.0,Male,Associate,47810.0,11,Rent,5000.0,Medical,9.53,0.1,7,683,No,1,Default
30.0,Female,Bachelor,76604.0,9,Rent,16000.0,Medical,14.86,0.21,5,627,No,1,Default
23.0,Male,Associate,29725.0,0,Rent,9600.0,Personal,13.24,0.32,4,540,No,1,Default
25.0,Male,Associate,94575.0,2,Rent,24000.0,Personal,15.92,0.25,5,615,No,1,Default
21.0,Female,Bachelor,22497.0,0,Rent,4500.0,Education,10.38,0.2,3,639,No,1,Default
32.0,Male,Associate,261640.0,6,Mortgage,10483.0,Debt Consolidation,14.05,0.04,7,631,No,1,Default
27.0,Female,Doctorate,69252.0,0,Rent,6742.0,Debt Consolidation,12.06,0.1,7,561,No,1,Default
41.0,Male,Associate,65884.0,21,Mortgage,7679.0,Medical,13.63,0.12,12,564,No,1,Default
29.0,Male,Master,38959.0,5,Rent,17868.0,Venture,11.11,0.46,8,718,No,1,Default
29.0,Male,Master,52568.0,2,Rent,6000.0,Personal,15.96,0.11,6,633,No,1,Default
24.0,Female,Associate,35689.0,4,Rent,6000.0,Medical,15.02,0.17,4,664,No,1,Default
26.0,Male,Bachelor,66091.0,5,Mortgage,8500.0,Debt Consolidation,8.14,0.13,3,644,No,1,Default
27.0,Female,Master,314504.0,6,Mortgage,12821.0,Debt Consolidation,11.81,0.04,5,669,No,1,Default
36.0,Female,High School,8000.0,15,Rent,1841.0,Personal,12.86,0.23,13,672,No,1,Default
26.0,Male,High School,162622.0,2,Mortgage,25000.0,Debt Consolidation,15.92,0.15,6,607,No,1,Default
24.0,Male,Bachelor,48003.0,1,Rent,8000.0,Home Improvement,11.01,0.17,2,629,No,1,Default
45.0,Male,High School,54395.0,24,Rent,20000.0,Venture,16.61,0.37,13,680,No,1,Default
35.0,Male,Associate,74831.0,13,Rent,30000.0,Medical,12.54,0.4,10,644,No,1,Default
25.0,Male,Bachelor,94734.0,4,Mortgage,20000.0,Home Improvement,17.56,0.21,4,676,No,1,Default
31.0,Male,High School,44128.0,8,Rent,12000.0,Venture,10.08,0.27,9,576,No,1,Default
28.0,Female,Bachelor,65895.0,5,Rent,8000.0,Debt Consolidation,14.97,0.12,10,580,No,1,Default
26.0,Female,Associate,66133.0,3,Rent,4000.0,Personal,13.61,0.06,3,518,No,1,Default
31.0,Female,Associate,97755.0,10,Rent,21727.0,Education,18.28,0.22,8,577,No,1,Default
33.0,Female,Associate,18183.0,11,Rent,2467.0,Venture,9.98,0.14,5,595,No,1,Default
22.0,Male,Bachelor,37054.0,0,Rent,5000.0,Education,10.34,0.13,4,562,No,1,Default
22.0,Male,High School,26599.0,0,Rent,8000.0,Education,16.77,0.3,4,642,No,1,Default
26.0,Male,High School,80453.0,3,Mortgage,13752.0,Medical,12.05,0.17,5,560,No,1,Default
24.0,Male,Bachelor,48077.0,2,Mortgage,4772.0,Debt Consolidation,17.57,0.1,5,525,No,1,Default
25.0,Male,Bachelor,59561.0,0,Rent,10000.0,Debt Consolidation,6.97,0.17,4,676,No,1,Default
26.0,Male,High School,71690.0,1,Rent,18000.0,Personal,15.51,0.25,3,610,No,1,Default
31.0,Male,Bachelor,41726.0,7,Rent,15000.0,Venture,9.31,0.36,7,557,No,1,Default
27.0,Female,Bachelor,65701.0,4,Rent,15000.0,Medical,14.92,0.23,4,645,No,1,Default
25.0,Male,High School,48673.0,6,Rent,15000.0,Venture,11.36,0.31,3,682,No,1,Default
22.0,Female,Master,35859.0,3,Rent,9000.0,Medical,11.01,0.25,4,687,No,1,Default
25.0,Female,Associate,194828.0,1,Rent,25746.0,Home Improvement,15.94,0.13,3,614,No,1,Default
26.0,Female,Associate,205769.0,7,Rent,16730.0,Debt Consolidation,12.4,0.08,8,682,No,1,Default
25.0,Female,Associate,71767.0,0,Mortgage,3490.0,Medical,15.58,0.05,3,640,No,1,Default
28.0,Male,Associate,32281.0,6,Rent,4051.0,Debt Consolidation,11.52,0.13,6,664,No,1,Default
24.0,Female,Associate,90716.0,1,Rent,23462.0,Venture,13.71,0.26,5,664,No,1,Default
24.0,Female,Associate,43995.0,0,Rent,15515.0,Medical,13.12,0.35,3,586,No,1,Default
25.0,Female,Master,163350.0,1,Mortgage,3000.0,Debt Consolidation,15.3,0.02,2,655,No,1,Default
30.0,Male,Associate,37110.0,9,Rent,13750.0,Debt Consolidation,13.18,0.37,9,621,No,1,Default
34.0,Male,High School,192605.0,13,Rent,11439.0,Venture,13.08,0.06,8,629,No,1,Default
28.0,Female,Bachelor,46625.0,2,Rent,15000.0,Education,13.66,0.32,5,617,No,1,Default
23.0,Male,High School,12821.0,0,Rent,1703.0,Venture,13.57,0.13,3,552,No,1,Default
28.0,Female,Bachelor,59767.0,7,Rent,15000.0,Medical,13.67,0.25,5,492,No,1,Default
32.0,Male,Bachelor,72936.0,9,Rent,10000.0,Medical,14.01,0.14,9,656,No,1,Default
29.0,Female,Master,21261.0,8,Rent,5000.0,Education,8.9,0.24,7,537,No,1,Default
23.0,Male,High School,23024.0,1,Rent,3221.0,Venture,11.9,0.14,4,578,No,1,Default
30.0,Female,Bachelor,154768.0,6,Mortgage,9720.0,Education,11.18,0.06,7,652,No,1,Default
27.0,Female,High School,36979.0,1,Rent,13000.0,Debt Consolidation,7.88,0.35,9,573,No,1,Default
27.0,Female,Associate,18900.0,3,Rent,3170.0,Education,12.37,0.17,3,686,No,1,Default
23.0,Male,Bachelor,39639.0,0,Rent,2500.0,Medical,12.39,0.06,3,617,No,1,Default
23.0,Male,Bachelor,46601.0,1,Rent,13000.0,Education,11.16,0.28,4,649,No,1,Default
47.0,Male,Doctorate,70131.0,22,Rent,1500.0,Medical,16.17,0.02,22,735,No,1,Default
22.0,Male,Bachelor,49037.0,1,Rent,16028.0,Education,8.98,0.33,3,687,No,1,Default
32.0,Male,Associate,30853.0,9,Rent,10753.0,Personal,12.51,0.35,7,685,No,1,Default
24.0,Female,Bachelor,40809.0,4,Rent,13278.0,Debt Consolidation,9.17,0.33,4,583,No,1,Default
33.0,Female,High School,31858.0,10,Rent,14559.0,Personal,9.23,0.46,6,653,No,1,Default
28.0,Male,Associate,44653.0,9,Rent,3000.0,Personal,10.65,0.07,7,536,No,1,Default
30.0,Male,Associate,98269.0,8,Rent,6153.0,Personal,7.81,0.06,4,554,No,1,Default
26.0,Female,High School,103969.0,5,Mortgage,23794.0,Debt Consolidation,14.92,0.23,4,612,No,1,Default
36.0,Female,High School,54759.0,11,Rent,20000.0,Medical,11.38,0.37,14,677,No,1,Default
24.0,Male,Associate,54191.0,0,Rent,15770.0,Personal,19.9,0.29,4,557,No,1,Default
30.0,Female,Master,77341.0,5,Rent,5000.0,Debt Consolidation,10.45,0.06,8,673,No,1,Default
21.0,Male,Bachelor,29886.0,0,Rent,10000.0,Debt Consolidation,11.41,0.33,2,685,No,1,Default
23.0,Male,High School,36679.0,0,Rent,4000.0,Medical,16.06,0.11,2,672,No,1,Default
25.0,Female,Associate,51695.0,5,Rent,16064.0,Venture,14.17,0.31,4,573,No,1,Default
31.0,Male,Associate,60963.0,9,Mortgage,2001.0,Medical,5.47,0.03,8,673,No,1,Default
34.0,Male,Bachelor,28470.0,8,Rent,10000.0,Personal,12.54,0.35,11,695,No,1,Default
24.0,Male,Bachelor,60752.0,0,Rent,16000.0,Medical,12.97,0.26,2,659,No,1,Default
24.0,Male,Associate,85429.0,0,Rent,15000.0,Medical,9.12,0.18,5,624,No,1,Default
24.0,Male,High School,38547.0,4,Rent,10000.0,Education,11.34,0.26,4,521,No,1,Default
22.0,Male,Bachelor,53955.0,0,Rent,10000.0,Personal,13.06,0.19,3,616,No,1,Default
25.0,Female,Bachelor,89794.0,6,Rent,25000.0,Medical,12.96,0.28,4,679,No,1,Default
23.0,Male,High School,34941.0,1,Rent,5086.0,Medical,14.14,0.15,4,670,No,1,Default
30.0,Male,Master,78181.0,8,Rent,16000.0,Debt Consolidation,15.57,0.2,5,586,No,1,Default
23.0,Female,Associate,58882.0,0,Rent,20000.0,Venture,14.98,0.34,4,602,No,1,Default
29.0,Male,Bachelor,18538.0,6,Rent,3643.0,Medical,13.12,0.2,7,623,No,1,Default
23.0,Male,High School,37110.0,2,Rent,10000.0,Medical,12.68,0.27,2,654,No,1,Default
25.0,Male,Associate,138974.0,2,Rent,5000.0,Medical,13.11,0.04,3,663,No,1,Default
22.0,Male,High School,42319.0,0,Rent,1094.0,Debt Consolidation,15.66,0.03,3,573,No,1,Default
27.0,Male,Master,41151.0,0,Rent,6000.0,Debt Consolidation,14.98,0.15,5,666,No,1,Default
25.0,Male,High School,48228.0,2,Rent,15000.0,Education,12.62,0.31,3,609,No,1,Default
42.0,Female,High School,23056.0,16,Rent,1126.0,Debt Consolidation,14.78,0.05,13,661,No,1,Default
44.0,Female,Master,21702.0,19,Rent,1500.0,Personal,11.21,0.07,12,767,No,1,Default
22.0,Male,Bachelor,80528.0,1,Rent,7814.0,Medical,17.11,0.1,4,636,No,1,Default
26.0,Female,Associate,28625.0,3,Rent,9959.0,Personal,10.96,0.35,3,665,No,1,Default
26.0,Female,High School,41680.0,5,Rent,10000.0,Education,13.79,0.24,4,657,No,1,Default
34.0,Female,High School,55643.0,14,Rent,14984.0,Personal,11.46,0.27,9,558,No,1,Default
22.0,Male,Bachelor,46406.0,0,Rent,15000.0,Education,8.62,0.32,4,635,No,1,Default
26.0,Male,Bachelor,44056.0,4,Rent,5000.0,Education,8.5,0.11,8,639,No,1,Default
23.0,Male,High School,85200.0,0,Mortgage,14400.0,Medical,17.21,0.17,2,658,No,1,Default
28.0,Male,Master,41709.0,8,Rent,11422.0,Debt Consolidation,8.64,0.27,5,676,No,1,Default
22.0,Female,High School,30742.0,1,Mortgage,3682.0,Medical,14.58,0.12,3,598,No,1,Default
23.0,Female,High School,68735.0,2,Mortgage,25000.0,Home Improvement,16.17,0.36,4,577,No,1,Default
29.0,Female,Bachelor,154109.0,6,Mortgage,20000.0,Debt Consolidation,16.72,0.13,9,593,No,1,Default
23.0,Male,Associate,58433.0,4,Rent,12000.0,Education,16.01,0.21,4,640,No,1,Default
24.0,Male,Associate,51061.0,3,Rent,6000.0,Personal,14.29,0.12,4,553,No,1,Default
25.0,Male,High School,38317.0,1,Rent,9763.0,Venture,15.91,0.25,3,583,No,1,Default
25.0,Female,Master,47253.0,3,Rent,12953.0,Medical,10.3,0.27,4,674,No,1,Default
23.0,Female,Associate,65709.0,0,Rent,5153.0,Debt Consolidation,7.62,0.08,4,658,No,1,Default
24.0,Male,Associate,110000.0,0,Mortgage,15000.0,Medical,12.27,0.14,3,637,No,1,Default
24.0,Female,Associate,37217.0,1,Rent,5000.0,Education,12.95,0.13,2,462,No,1,Default
28.0,Male,Associate,68165.0,7,Mortgage,8000.0,Medical,11.93,0.12,5,589,No,1,Default
32.0,Female,Bachelor,55739.0,12,Rent,14458.0,Personal,11.06,0.26,9,666,No,1,Default
44.0,Male,Bachelor,90949.0,20,Mortgage,15393.0,Medical,14.36,0.17,11,723,No,1,Default
35.0,Male,Bachelor,36944.0,10,Rent,5532.0,Personal,10.83,0.15,13,672,No,1,Default
24.0,Female,High School,71115.0,2,Rent,10326.0,Medical,17.45,0.15,4,675,No,1,Default
35.0,Female,High School,36986.0,12,Rent,11513.0,Medical,11.93,0.31,12,578,No,1,Default
23.0,Male,Associate,23346.0,2,Own,4027.0,Venture,15.01,0.17,4,646,No,1,Default
31.0,Male,Bachelor,45149.0,8,Rent,13000.0,Education,7.65,0.29,7,646,No,1,Default
23.0,Female,Associate,41730.0,0,Rent,10000.0,Home Improvement,10.55,0.24,4,587,No,1,Default
29.0,Female,High School,94445.0,7,Mortgage,23925.0,Home Improvement,10.34,0.25,8,618,No,1,Default
26.0,Female,Associate,18101.0,4,Rent,2570.0,Personal,15.59,0.14,7,648,No,1,Default
24.0,Female,High School,103708.0,2,Mortgage,20000.0,Medical,15.01,0.19,5,584,No,1,Default
36.0,Male,High School,24360.0,13,Rent,4593.0,Personal,12.88,0.19,13,626,No,1,Default
36.0,Female,Associate,46100.0,15,Rent,5000.0,Education,14.9,0.11,12,690,No,1,Default
23.0,Male,High School,72893.0,0,Rent,20000.0,Education,8.25,0.27,4,651,No,1,Default
34.0,Male,Associate,36624.0,10,Rent,12000.0,Debt Consolidation,8.9,0.33,8,617,No,1,Default
25.0,Male,High School,70912.0,4,Rent,5395.0,Education,18.71,0.08,3,626,No,1,Default
24.0,Male,Bachelor,71540.0,0,Rent,20000.0,Education,11.9,0.28,4,659,No,1,Default
27.0,Male,Associate,29033.0,7,Rent,7000.0,Personal,15.94,0.24,5,532,No,1,Default
24.0,Female,Master,42990.0,3,Rent,5000.0,Medical,11.07,0.12,3,658,No,1,Default
24.0,Male,Associate,43954.0,2,Rent,13835.0,Education,10.96,0.31,4,648,No,1,Default
43.0,Female,Doctorate,72213.0,21,Mortgage,15000.0,Personal,11.01,0.21,14,726,No,1,Default
23.0,Male,Bachelor,39838.0,2,Rent,7539.0,Debt Consolidation,14.02,0.19,3,599,No,1,Default
26.0,Female,Associate,81019.0,1,Rent,4718.0,Debt Consolidation,16.22,0.06,4,590,No,1,Default
30.0,Female,Master,156344.0,8,Mortgage,10000.0,Education,13.35,0.06,5,643,No,1,Default
55.0,Female,Associate,68221.0,31,Mortgage,10000.0,Home Improvement,15.76,0.15,15,665,No,1,Default
45.0,Male,Associate,33267.0,26,Rent,6000.0,Medical,6.49,0.18,13,574,No,1,Default
48.0,Female,High School,23911.0,25,Rent,4000.0,Debt Consolidation,10.93,0.17,11,669,No,1,Default
52.0,Female,Bachelor,59758.0,26,Rent,7399.0,Medical,13.04,0.12,20,751,No,1,Default
26.0,Female,Associate,39539.0,4,Rent,11297.0,Venture,13.2,0.29,5,714,No,1,Default
30.0,Male,Associate,150358.0,4,Mortgage,4376.0,Debt Consolidation,12.72,0.03,8,612,No,1,Default
28.0,Female,High School,36850.0,6,Rent,19425.0,Venture,9.74,0.53,4,607,No,1,Default
23.0,Female,Bachelor,35750.0,0,Rent,10000.0,Debt Consolidation,18.27,0.28,4,582,No,1,Default
29.0,Female,High School,48939.0,4,Rent,10000.0,Education,12.76,0.2,7,592,No,1,Default
26.0,Female,Associate,67555.0,3,Mortgage,16734.0,Medical,10.5,0.25,4,640,No,1,Default
25.0,Female,High School,49137.0,2,Rent,15000.0,Debt Consolidation,12.57,0.31,4,637,No,1,Default
24.0,Female,Associate,56111.0,3,Rent,12545.0,Education,17.29,0.22,3,646,No,1,Default
22.0,Male,High School,51178.0,2,Rent,6714.0,Medical,16.55,0.13,3,657,No,1,Default
24.0,Male,High School,75369.0,0,Rent,24000.0,Education,12.66,0.32,4,647,No,1,Default
23.0,Male,Bachelor,12180.0,0,Rent,1729.0,Education,7.72,0.14,3,622,No,1,Default
29.0,Female,Associate,89634.0,6,Rent,31119.0,Home Improvement,11.3,0.35,7,593,No,1,Default
31.0,Male,Master,19807.0,8,Rent,2905.0,Medical,9.0,0.15,6,658,No,1,Default
24.0,Male,Associate,45207.0,3,Rent,8379.0,Medical,12.07,0.19,3,676,No,1,Default
22.0,Male,Bachelor,63319.0,0,Rent,14724.0,Education,14.86,0.23,3,626,No,1,Default
28.0,Male,Master,53958.0,7,Rent,16000.0,Personal,12.66,0.3,6,642,No,1,Default
37.0,Male,High School,66817.0,16,Rent,30007.0,Medical,9.93,0.45,15,673,No,1,Default
31.0,Male,Bachelor,100318.0,8,Rent,20574.0,Debt Consolidation,13.54,0.21,7,709,No,1,Default
29.0,Male,Associate,86570.0,10,Mortgage,10000.0,Medical,14.27,0.12,8,648,No,1,Default
22.0,Female,High School,65959.0,1,Rent,3200.0,Education,16.49,0.05,3,585,No,1,Default
33.0,Female,High School,41811.0,13,Rent,3600.0,Medical,16.24,0.09,5,636,No,1,Default
22.0,Female,Associate,59731.0,0,Rent,15000.0,Medical,15.63,0.25,4,552,No,1,Default
26.0,Male,Bachelor,65757.0,2,Rent,20000.0,Personal,15.73,0.3,4,638,No,1,Default
25.0,Female,High School,67050.0,3,Mortgage,9664.0,Debt Consolidation,10.26,0.14,4,558,No,1,Default
28.0,Female,Bachelor,48597.0,5,Rent,2813.0,Debt Consolidation,16.58,0.06,7,643,No,1,Default
24.0,Female,High School,66047.0,1,Rent,5200.0,Debt Consolidation,11.01,0.08,3,620,No,1,Default
25.0,Female,High School,34772.0,3,Mortgage,5876.0,Home Improvement,11.69,0.17,4,647,No,1,Default
28.0,Male,High School,39647.0,6,Rent,2500.0,Medical,15.99,0.06,5,642,No,1,Default
39.0,Male,Master,67306.0,15,Rent,29925.0,Home Improvement,13.74,0.44,16,723,No,1,Default
22.0,Female,Bachelor,19811.0,0,Rent,3159.0,Home Improvement,12.13,0.16,4,598,No,1,Default
25.0,Female,Associate,47807.0,0,Rent,8466.0,Personal,13.43,0.18,4,570,No,1,Default
26.0,Female,Associate,25020.0,7,Rent,8000.0,Medical,12.41,0.32,6,702,No,1,Default
27.0,Female,Bachelor,41019.0,4,Rent,15000.0,Education,6.71,0.37,6,704,No,1,Default
28.0,Female,High School,122849.0,9,Rent,11806.0,Education,14.98,0.1,5,570,No,1,Default
24.0,Female,Associate,29772.0,2,Rent,3572.0,Medical,9.19,0.12,4,597,No,1,Default
30.0,Female,Master,65795.0,8,Rent,5000.0,Debt Consolidation,15.16,0.08,7,715,No,1,Default
22.0,Male,Associate,20109.0,1,Rent,4801.0,Personal,13.03,0.24,3,629,No,1,Default
22.0,Male,High School,53725.0,0,Rent,7001.0,Education,11.42,0.13,3,635,No,1,Default
39.0,Female,High School,51679.0,18,Rent,6000.0,Personal,17.35,0.12,12,627,No,1,Default
31.0,Male,Bachelor,43032.0,8,Rent,12000.0,Debt Consolidation,7.46,0.28,10,595,No,1,Default
39.0,Male,Associate,47052.0,16,Rent,13000.0,Debt Consolidation,11.14,0.28,15,708,No,1,Default
28.0,Female,Bachelor,41846.0,6,Rent,5000.0,Personal,7.91,0.12,5,588,No,1,Default
24.0,Male,Master,42323.0,0,Rent,5000.0,Debt Consolidation,16.49,0.12,3,682,No,1,Default
24.0,Male,Bachelor,39783.0,1,Rent,4000.0,Medical,12.65,0.1,5,682,No,1,Default
31.0,Male,Bachelor,41946.0,9,Rent,7500.0,Home Improvement,15.18,0.18,5,618,No,1,Default
25.0,Female,Bachelor,68100.0,3,Mortgage,8000.0,Medical,12.98,0.12,3,578,No,1,Default
30.0,Female,High School,66061.0,7,Rent,23873.0,Personal,15.71,0.36,8,677,No,1,Default
26.0,Male,Doctorate,73088.0,1,Rent,24000.0,Personal,10.38,0.33,3,636,No,1,Default
25.0,Male,High School,86195.0,3,Rent,2636.0,Debt Consolidation,15.04,0.03,3,488,No,1,Default
23.0,Female,Associate,79930.0,1,Rent,20000.0,Medical,13.79,0.25,2,673,No,1,Default
24.0,Male,High School,77693.0,5,Mortgage,12000.0,Debt Consolidation,16.98,0.15,4,644,No,1,Default
29.0,Female,Master,31498.0,8,Rent,11489.0,Personal,14.21,0.36,10,682,No,1,Default
24.0,Male,Associate,39637.0,3,Rent,8000.0,Debt Consolidation,12.34,0.2,4,685,No,1,Default
22.0,Male,Master,29987.0,0,Rent,5059.0,Home Improvement,10.23,0.17,3,684,No,1,Default
22.0,Male,Bachelor,54006.0,1,Rent,8500.0,Medical,11.15,0.16,3,623,No,1,Default
33.0,Female,Master,29791.0,10,Rent,1016.0,Medical,14.84,0.03,10,600,No,1,Default
34.0,Male,Master,71692.0,13,Mortgage,12000.0,Medical,20.0,0.17,10,663,No,1,Default
34.0,Male,Associate,60036.0,10,Rent,3000.0,Debt Consolidation,15.46,0.05,9,604,No,1,Default
30.0,Female,Bachelor,166603.0,5,Rent,23990.0,Education,17.0,0.14,6,659,No,1,Default
23.0,Female,Bachelor,94641.0,0,Rent,25000.0,Home Improvement,10.99,0.26,3,702,No,1,Default
29.0,Male,Associate,37656.0,6,Rent,10272.0,Debt Consolidation,11.51,0.27,5,524,No,1,Default
25.0,Female,Bachelor,17987.0,0,Rent,4000.0,Debt Consolidation,12.06,0.22,3,581,No,1,Default
21.0,Female,Bachelor,29934.0,0,Rent,10000.0,Debt Consolidation,13.48,0.33,2,592,No,1,Default
34.0,Male,Master,56331.0,14,Rent,14326.0,Personal,10.04,0.25,8,676,No,1,Default
25.0,Male,High School,61090.0,5,Rent,25000.0,Venture,12.57,0.41,5,551,No,1,Default
27.0,Male,Bachelor,78799.0,5,Rent,16000.0,Venture,15.12,0.2,5,599,No,1,Default
31.0,Female,Bachelor,33829.0,8,Rent,3053.0,Home Improvement,11.84,0.09,8,673,No,1,Default
25.0,Male,Bachelor,90497.0,0,Mortgage,19990.0,Venture,17.45,0.22,4,583,No,1,Default
33.0,Female,Master,80299.0,10,Rent,10000.0,Debt Consolidation,15.12,0.12,10,668,No,1,Default
24.0,Male,Bachelor,41714.0,2,Rent,15720.0,Venture,12.21,0.38,4,691,No,1,Default
24.0,Male,Bachelor,55842.0,0,Rent,12819.0,Medical,18.87,0.23,2,609,No,1,Default
26.0,Male,Bachelor,70538.0,4,Rent,19979.0,Debt Consolidation,10.59,0.28,3,618,No,1,Default
28.0,Male,Associate,69739.0,4,Rent,20000.0,Medical,14.76,0.29,6,708,No,1,Default
23.0,Female,High School,28561.0,2,Rent,8284.0,Home Improvement,12.71,0.29,2,677,No,1,Default
25.0,Female,Bachelor,71016.0,5,Rent,5578.0,Medical,14.36,0.08,4,672,No,1,Default
23.0,Female,High School,86750.0,4,Rent,21559.0,Debt Consolidation,14.98,0.25,3,636,No,1,Default
24.0,Female,Associate,25269.0,0,Rent,3190.0,Personal,15.55,0.13,3,547,No,1,Default
23.0,Female,High School,62060.0,0,Rent,12000.0,Debt Consolidation,15.21,0.19,4,660,No,1,Default
30.0,Male,Bachelor,55166.0,6,Rent,7555.0,Medical,15.08,0.14,6,614,No,1,Default
23.0,Male,Associate,16735.0,0,Rent,2728.0,Debt Consolidation,14.11,0.16,2,674,No,1,Default
27.0,Male,Associate,256529.0,5,Mortgage,35000.0,Medical,13.54,0.14,4,684,No,1,Default
27.0,Male,Associate,102329.0,4,Mortgage,2669.0,Debt Consolidation,11.04,0.03,5,662,No,1,Default
27.0,Female,Associate,37298.0,2,Rent,8000.0,Debt Consolidation,11.47,0.21,4,670,No,1,Default
22.0,Female,Associate,18070.0,3,Rent,5518.0,Education,12.03,0.31,3,607,No,1,Default
30.0,Male,Bachelor,89462.0,8,Rent,29788.0,Debt Consolidation,12.79,0.33,7,505,No,1,Default
22.0,Female,Bachelor,52284.0,0,Rent,24413.0,Debt Consolidation,14.16,0.47,3,672,No,1,Default
25.0,Female,High School,91379.0,0,Rent,6063.0,Home Improvement,14.41,0.07,4,641,No,1,Default
24.0,Female,Associate,15542.0,0,Own,2500.0,Education,12.69,0.16,4,655,No,1,Default
38.0,Female,High School,56151.0,15,Rent,14425.0,Personal,10.57,0.26,12,671,No,1,Default
38.0,Male,High School,11103.0,17,Rent,2635.0,Debt Consolidation,10.06,0.24,15,709,No,1,Default
27.0,Male,High School,62693.0,6,Rent,10144.0,Personal,11.02,0.16,6,555,No,1,Default
24.0,Male,High School,49116.0,0,Rent,14000.0,Education,15.29,0.29,4,559,No,1,Default
35.0,Male,High School,44048.0,11,Rent,8967.0,Education,17.78,0.2,6,654,No,1,Default
24.0,Male,High School,36986.0,2,Rent,10000.0,Home Improvement,14.81,0.27,5,541,No,1,Default
24.0,Female,Associate,166459.0,1,Mortgage,24131.0,Debt Consolidation,16.41,0.14,3,623,No,1,Default
26.0,Male,Bachelor,35685.0,3,Rent,3000.0,Education,7.22,0.08,6,604,No,1,Default
34.0,Male,Associate,80195.0,11,Rent,5713.0,Medical,13.94,0.07,9,667,No,1,Default
24.0,Male,Master,70683.0,0,Rent,6000.0,Medical,12.59,0.08,4,539,No,1,Default
24.0,Male,Bachelor,46672.0,0,Rent,12000.0,Personal,11.76,0.26,4,702,No,1,Default
